Grand Rapids Press,www.mlive.com,13,HIGH
Grasping Reality With Both Hands: Bradford DeLong,www.bradford-delong.com,-21,HIGH
Green Left Weekly,www.greenleft.org.au,-26,MIXED
Greensboro News and Record,www.greensboro.com,-12,HIGH
Greentech Media,www.greentechmedia.com,-12,HIGH
Greenville Gazette,www.greenvillegazette.com,-26,HIGH
Grist,grist.org,-14,HIGH
Groopspeak,news.groopspeak.com,-28,MIXED
Group of Thirty,group30.org,7,HIGH
Guardian Liberty Voice,guardianlv.com,-24,HIGH
Guardians of Democracy,theguardiansofdemocracy.com,-24,HIGH
Guerrilla News,www.guerrilla.news,30,MIXED
Guido Fawkes,order-order.com,29,MIXED
Gulf News,gulfnews.com,10,HIGH
Guns.com,www.guns.com,10,HIGH
Haaretz,www.haaretz.com,-16,HIGH
Happy Foxie,happy-foxie.com,-28,MIXED
Harper’s Magazine,harpers.org,-8,HIGH
Harvard Business Review,hbr.org,-3,HIGH
Harvard Gazette,news.harvard.edu,-4,HIGH
Harvard Political Review,harvardpolitics.com,-4,HIGH
Hastings Tribune,www.hastingstribune.com,-2,HIGH
Health Magazine,www.health.com,-11,MIXED
Healthcare Finance News,www.healthcarefinancenews.com,-1,HIGH
HealthyWay,www.healthyway.com,-11,HIGH
Heartland Institute,www.heartland.org,29,MIXED
Heat Street,heatst.com,24,MIXED
Heavy,heavy.com,-13,HIGH
Helsinki Times,www.helsinkitimes.fi,-15,HIGH
Herald & Review (Illinois),herald-review.com,2,HIGH
Herald-Sun,www.heraldsun.com.au,11,HIGH
Heritage Foundation,www.heritage.org,29,MIXED
HermanCain.com,www.hermancain.com,29,MIXED
Heterodox Academy,heterodoxacademy.org,8,HIGH
High Country News,www.hcn.org,-13,HIGH
High Point Enterprise,www.hpenews.com,10,HIGH
Highline,highline.huffingtonpost.com,-12,HIGH
Hillary Daily,hillarydaily.com,23,MIXED
Hindustan Times,www.hindustantimes.com,-8,HIGH
History News Network,historynewsnetwork.org,-12,HIGH
Hoax Slayer,www.hoax-slayer.com,0,VERY HIGH
Hollywood Reporter,www.hollywoodreporter.com,-15,HIGH
Homeland Security News Wire,www.homelandsecuritynewswire.com,1,HIGH
Honest Reporting,honestreporting.com,10,HIGH
Honolulu Star-Advertiser,www.staradvertiser.com,-11,HIGH
Hoover Institution,www.hoover.org,13,MIXED
Hot Air,hotair.com,26,HIGH
Houston Chronicle,www.houstonchronicle.com,-14,HIGH
Hudson Institute,www.hudson.org,22,HIGH
Huffpost.com,www.huffingtonpost.com,-21,HIGH
Human Events,humanevents.com,26,MIXED
Human Progress,humanprogress.org,16,MIXED
Human Rights Campaign (HRC),www.hrc.org,-24,HIGH
Human Rights Watch,www.hrw.org,-8,HIGH
Humanium,www.humanium.org,-13,HIGH
Hurriyet Daily News,www.hurriyetdailynews.com,-11,MIXED
I Bleed Red White and Blue,ibleedredwhiteblue.com,27,MIXED
I24 News,www.i24news.tv,1,HIGH
Ice News,www.icenews.is,-13,HIGH
ICitizen,icitizen.com,-3,HIGH
Idaho Statesman,www.idahostatesman.com,-3,HIGH
If Americans Knew,ifamericaknew.org,-15,HIGH
IHS Janes 360,www.janes.com,1,HIGH
Illinois Policy Institute,www.illinoispolicy.org,20,HIGH
iMediaEthics,www.imediaethics.org,-4,HIGH
Impeach Trump Now,www.impeachdjtnow.com,-29,MIXED
Imprimis (Hillsdale College),imprimis.hillsdale.edu,24,MIXED
In Defence of Marxism,www.marxist.com,-27,HIGH
In Homeland Security,inhomelandsecurity.com,9,HIGH
In These Times,inthesetimes.com,-22,HIGH
Independent Australia,independentaustralia.net,-15,HIGH
Independent Journal Review,ijr.com,26,HIGH
Independent Media Center,www.indymedia.org,-14,MIXED
Independent Record (Montana),helenair.com,1,HIGH
Independent Reporter (Ir.net),ir.net,-27,MIXED
Independent Sentinel,www.independentsentinel.com,29,HIGH
Independent Voter Network (IVN),ivn.us,-4,HIGH
Independent Women’s Forum (IWF),iwf.org,24,MIXED
India Today,indiatoday.intoday.in,-4,HIGH
Indianapolis Star,www.indystar.com,-10,HIGH
Inequality Media,www.inequalitymedia.org,-19,HIGH
iNews,inews.co.uk,-13,HIGH
Informed Comment,www.juancole.com,-19,HIGH
Inquisitr,www.inquisitr.com,-14,MIXED
Inside Higher Ed,www.insidehighered.com,-7,HIGH
Inside Philanthropy,www.insidephilanthropy.com,-13,HIGH
InsideClimate News,insideclimatenews.org,-7,HIGH
InsideSources,www.insidesources.com,12,HIGH
Institute for Family Studies,ifstudies.org,23,MIXED
Institute for Humane Studies,theihs.org,7,HIGH
Institute for Middle East Understanding (IMEU),imeu.org,-12,HIGH
Institute for Policy Studies,www.ips-dc.org,-28,HIGH
Institute for Women’s Policy Research (IWPR),iwpr.org,-4,HIGH
Institute on Taxation and Economic Policy (ITEP),itep.org,-11,HIGH
Intellectual Takeout,www.intellectualtakeout.org,26,MIXED
Inter Press Service (IPS),www.ips.org,-16,HIGH
International Business Times,www.ibtimes.com,-11,MIXED
International Center for Research on Women,www.icrw.org,-11,HIGH
International Consortium of Investigative Journalists,www.icij.org,-4,VERY HIGH
International Crisis Group,www.crisisgroup.org,-10,HIGH
International Energy Agency (IEA),www.iea.org,-5,HIGH
International Organization,journals.cambridge.org,1,VERY HIGH
International Press Institute,www.freemedia.at,-1,VERY HIGH
International Rescue Committee (IRC),www.rescue.org,-3,HIGH
International Viewpoint,www.internationalviewpoint.org,-29,MIXED
Intrepid Report,www.intrepidreport.com,-24,MIXED
Inverse,www.inverse.com,-12,HIGH
Investigative Reporters and Editors,www.ire.org,-1,VERY HIGH
Investopedia,www.investopedia.com,-1,HIGH
Investors Business Daily,www.investors.com,28,MIXED
Iowa Starting Line,iowastartingline.com,-22,HIGH
iPatriot,ipatriot.com,24,MIXED
iPolitics,ipolitics.ca,-9,HIGH
IRIN News,www.irinnews.org,-10,HIGH
Irish Independent,www.independent.ie,11,HIGH
Israel Hayom,www.israelhayom.com,13,HIGH
ITV News,www.itv.com,8,HIGH
It’s Going Down,itsgoingdown.org,-28,MIXED
Jackson Sun,www.jacksonsun.com,2,HIGH
Jacobin,www.jacobinmag.com,-22,HIGH
Japan Times,www.japantimes.co.jp,1,HIGH
Japan Today,www.japantoday.com,7,HIGH
Jewish Breaking News,jewishbreakingnews.com,12,MIXED
Jewish News Syndicate (JNS),www.jns.org,13,HIGH
Jewish Policy Center,www.jewishpolicycenter.org,20,HIGH
Jewish Telegraphic Agency (JTA),www.jta.org,1,HIGH
Jewish World Review,www.jewishworldreview.com,26,MIXED
Jezebel,jezebel.com,-29,MIXED
Jihadica,www.jihadica.com,-9,HIGH
Joint Center for Political and Economic Studies,jointcenter.org,-13,HIGH
Journal Gazette & Times-Courier,www.opensecrets.org,-3,HIGH
Journal of Politics and Society,www.helvidius.org,-10,VERY HIGH
JStor Daily,daily.jstor.org,-1,VERY HIGH
Judicial Crisis Network,judicialnetwork.com,28,MIXED
Just Facts Daily,www.justfactsdaily.com,19,HIGH
Just Facts,www.justfacts.com,12,HIGH
Just Security,www.justsecurity.org,-3,HIGH
Kaiser Family Foundation,kff.org,-4,HIGH
Kansas City Star,www.kansascity.com,-12,HIGH
Kansas Policy Institute (KPI),kansaspolicy.org,26,MIXED
Keep and Bear,keepandbear.com,28,HIGH
KMOV,www.kmov.com,-9,HIGH
Knight Foundation,www.knightfoundation.org,-7,HIGH
Know Your Meme,knowyourmeme.com,-1,HIGH
Knowhere,knowherenews.com,-1,HIGH
Knox Report,knoxreport.com,30,MIXED
Knoxville News Sentinel,www.knoxnews.com,-12,HIGH
KOCO News 5,www.koco.com,-7,HIGH
Korea Herald,www.koreaherald.com,8,MIXED
Kotaku,kotaku.com,-13,HIGH
KUOW NPR,kuow.org,-10,HIGH
Kurdistan 24,www.kurdistan24.net,-15,MIXED
KUTV Salt Lake City,kutv.com,10,HIGH
Kyiv Post,www.kyivpost.com,-15,MIXED
La Presse,www.lapresse.ca,-16,HIGH
LA Times (Los Angeles Times),www.latimes.com,-14,HIGH
Las Vegas Review-Journal,www.reviewjournal.com,12,HIGH
Latest.com,latest.com,-29,MIXED
Latin Times,www.latintimes.com,-8,HIGH
Lavender Magazine,www.lavendermagazine.com,-22,HIGH
Law Newz,lawnewz.com,-11,HIGH
Lawfare Blog,www.lawfareblog.com,-13,HIGH
Le Devoir,www.ledevoir.com,1,HIGH
Lead Stories,leadstories.com,-2,VERY HIGH
Learn Liberty,www.learnliberty.org,8,HIGH
Left Action,leftaction.com,-25,HIGH
Left Foot Forward,leftfootforward.org,-23,HIGH
Left Justified,www.leftjustified.com,-9,HIGH
Left Over Rights,leftoverrights.com,-27,MIXED
Left Side of History,www.leftsideofhistory.com,-23,MIXED
Left Voice,www.leftvoice.org,-22,HIGH
Left Wing Nation,leftwingnation.org,-28,HIGH
LeftScoop,www.leftscoop.com,-29,MIXED
Legal Insurrection,legalinsurrection.com,24,MIXED
Lethbridge Herald,lethbridgeherald.com,-12,HIGH
Lexington Herald Leader,www.kentucky.com,-10,HIGH
Lexington Institute,lexingtoninstitute.org,8,HIGH
LGBTQ Nation,www.lgbtqnation.com,-18,HIGH
Libcom.org,libcom.org,-28,HIGH
Liberal America,www.liberalamerica.org,-25,MIXED
Liberal Examiner,www.liberalexaminer.com,-29,MIXED
Liberal Mountain,www.liberalmountain.com,-16,HIGH
Liberals Unite (Samuel Warde),samuel-warde.com,-27,MIXED
Liberation News,www.liberationnews.org,-22,HIGH
Liberty Hangout,libertyhangout.org,23,MIXED
Liberty Headlines,www.libertyheadlines.com,29,MIXED
Liberty Nation,www.libertynation.com,29,MIXED
Liberty News,libertynews.com,30,MIXED
Liberty Viral,libertyviral.com,13,HIGH
LibertyTalk.FM,libertytalk.fm,27,MIXED
Life and About,lifeandabout.com,30,MIXED
Life Decisions International,fightpp.org,27,MIXED
Life News,www.lifenews.com,30,MIXED
Life Site News,www.lifesitenews.com,26,MIXED
Lifehacker,lifehacker.com,-10,HIGH
LifeZette,www.lifezette.com,24,MIXED
Lima Charlie News,limacharlienews.com,2,HIGH
Lincoln Journal Star,journalstar.com,-2,HIGH
ListVerse,listverse.com,-3,HIGH
Little Green Footballs,littlegreenfootballs.com,-22,MIXED
LiveLeak,www.liveleak.com,-12,HIGH
Lompoc Record,lompocrecord.com,1,HIGH
London Broadcasting Company (LBC),www.lbc.co.uk,17,MIXED
London Evening Standard,www.standard.co.uk,15,HIGH
London Free Press,www.lfpress.com,7,MIXED
Lone Conservative,loneconservative.com,24,MIXED
Longview News-Journal,www.news-journal.com,2,HIGH
Los Angeles Daily News,www.dailynews.com,6,HIGH
Louder With Crowder,louderwithcrowder.com,30,MIXED
Love Knowledge,loveknowledge.org,-26,MIXED
Lyin’ Comey,www.lyincomey.com,29,MIXED
Lynx Media,lynx.media,7,MIXED
Mackinac Center for Public Policy,www.mackinac.org,10,HIGH
Maclean’s Magazine,www.macleans.ca,-11,HIGH
Maine Beacon,mainebeacon.com,-9,HIGH
MakeUseOf,www.makeuseof.com,-2,HIGH
Malaysia Today,www.malaysia-today.net,2,MIXED
Manchester Union Leader,www.unionleader.com,19,MIXED
Manhattan Institute for Policy Research,www.manhattan-institute.org,10,HIGH
Maplight,maplight.org,-2,VERY HIGH
MarketWatch,www.marketwatch.com,0,HIGH
Mashable,mashable.com,-20,HIGH
McClatchyDC,www.mcclatchydc.com,-4,HIGH
Mean Left Hook,meanlefthook.com,-28,MIXED
Media Circus,www.mediacircus.com,30,MIXED
Media Equalizer,mediaequalizer.com,29,MIXED
Media Matters,mediamatters.org,-24,HIGH
Media Research Center (MRC),www.mrc.org,28,MIXED
MediaFile,www.mediafiledc.com,-12,HIGH
Mediaite,www.mediaite.com,-23,HIGH
MediaShift,mediashift.org,-4,HIGH
Medium,medium.com,-12,MIXED
Meduza,meduza.io,-19,HIGH
Mehr News Agency,en.mehrnews.com,23,MIXED
Memeorandum,www.memeorandum.com,-4,MIXED
Mental Floss,mentalfloss.com,-2,HIGH
Mercatornet,www.mercatornet.com,28,HIGH
MercoPress,en.mercopress.com,-1,HIGH
Merion West,merionwest.com,5,HIGH
Merry Jane,www.merryjane.com,-20,HIGH
Metabunk,www.metabunk.org,-3,HIGH
Metro UK,metro.co.uk,-14,HIGH
Metro,www.metro.us,-10,HIGH
Mexico Daily News,mexiconewsdaily.com,-13,HIGH
Miami Herald,www.miamiherald.com,-10,HIGH
Miami New Times,www.miaminewtimes.com,-23,HIGH
Mic,mic.com,-14,HIGH
Middle East Monitor,www.middleeastmonitor.com,-21,MIXED
Migration Policy Institute,www.migrationpolicy.org,-10,HIGH
Military Times,www.militarytimes.com,8,HIGH
Military.com,www.military.com,3,HIGH
Milwaukee Journal-Sentinel,www.jsonline.com,-9,HIGH
Minneapolis Star Tribune,www.startribune.com,-9,HIGH
Minnesota Public Radio (MPR),www.mprnews.org,-11,HIGH
MinnPost,www.minnpost.com,-11,HIGH
Mint Press News,www.mintpressnews.com,-16,MIXED
Mises Daily,mises.org,16,MIXED
Missoulian,missoulian.com,-3,HIGH
MLive (Michigan – Booth Newspapers),www.mlive.com,-1,HIGH
Modern Liberals,modernliberals.com,-29,MIXED
Molad The Center for the Renewal of Israeli Democracy,www.molad.org,-20,HIGH
Mondoweiss,mondoweiss.net,-18,HIGH
Mongabay,news.mongabay.com,-12,HIGH
Montana Standard,mtstandard.com,-3,HIGH
Monthly Review,monthlyreview.org,-13,HIGH
Montreal Gazette,montrealgazette.com,-12,HIGH
Moon of Alabama,www.moonofalabama.org,-26,MIXED
Morning Consult,morningconsult.com,-13,HIGH
Moscow Times,themoscowtimes.com,-14,HIGH
Mother Jones,www.motherjones.com,-23,HIGH
Mother Nature Network,www.mnn.com,-15,HIGH
Mountain Democrat,www.mtdemocrat.com,-8,HIGH
Move On,front.moveon.org,-29,MIXED
Ms. (Magazine),www.msmagazine.com,-20,HIGH
MSN.com,www.msn.com,-9,HIGH
MSNBC,www.msnbc.com,-24,MIXED
Muncie Voice,www.muncievoice.com,-15,HIGH
MWC News – Media With Conscience,mwcnews.net,-12,HIGH
MyNorthwest,mynorthwest.com,12,HIGH
Naked Capitalism,www.nakedcapitalism.com,-12,HIGH
Nap-Sack,nap-sack.org,-18,MIXED
Napa Valley Register,napavalleyregister.com,2,HIGH
Nation of Change,www.nationofchange.org,-23,MIXED
National Affairs Magazine,www.nationalaffairs.com,9,HIGH
National Association for the Advancement of Colored People (NAACP),www.naacp.org,-17,HIGH
National Bureau of Economic Research (NBER),www.nber.org,1,HIGH
National Center for Public Policy Research (NCPPR),www.nationalcenter.org,28,MIXED
National Center for Transgender Equality (NCTE),transequality.org,-15,HIGH
National Institute on Money in State Politics,www.followthemoney.org,-4,HIGH
National Interest,nationalinterest.org,6,HIGH
National Journal,www.nationaljournal.com,-4,HIGH
National Monitor,natmonitor.com,-15,HIGH
National Newswatch,www.nationalnewswatch.com,-8,HIGH
National Observer (Canada),www.nationalobserver.com,-15,HIGH
National Post,www.nationalpost.com,13,HIGH
National Review,www.nationalreview.com,26,MIXED
National Rifle Association (NRA),home.nra.org,30,MIXED
National Youth Rights Association,www.youthrights.org,-8,HIGH
NationMaster,www.nationmaster.com,-1,VERY HIGH
Natural Resource Governance Institute,www.resourcegovernance.org,-11,HIGH
Natural Resources Defense Council,www.nrdc.org,-14,HIGH
Nature Conservancy,www.nature.org,-9,HIGH
NBC News,www.nbcnews.com,-14,HIGH
NC Policy Watch,www.ncpolicywatch.com,-14,HIGH
NDTV,www.ndtv.com,-12,HIGH
Need 2 Know,theneed2know.com,-5,HIGH
Netherlands Radio and Television Association (NOS),nos.nl,7,HIGH
New America,www.newamerica.org,-3,HIGH
New Bern Sun Journal,www.newbernsj.com,-4,HIGH
New Boston Post,newbostonpost.com,24,MIXED
New England Cable News (NECN),www.necn.com,-9,HIGH
New Europe,www.neweurope.eu,-13,HIGH
New Internationalist,newint.org,-22,HIGH
New Left Review,newleftreview.org,-14,HIGH
New Matilda,newmatilda.com,-13,HIGH
New Moderate,newmoderate.com,-11,HIGH
New Politics Magazine,newpol.org,-19,HIGH
New Republic,newrepublic.com,-20,HIGH
New Revolution Now,www.newrevolutionnow.org,22,HIGH
New Statesman,www.newstatesman.com,-22,HIGH
New York Daily News,www.nydailynews.com,-15,MIXED
New York Magazine,nymag.com,-22,HIGH
New York Observer,observer.com,20,HIGH
New York Post,nypost.com,17,MIXED
New York Times,www.nytimes.com,-12,HIGH
New Yorker,www.newyorker.com,-23,HIGH
New Zealand Herald,www.nzherald.co.nz,1,HIGH
News and Guts,www.newsandgutsmedia.com,-13,HIGH
News Channel 4 (KFOR.com),kfor.com,-8,HIGH
News Corpse,newscorpse.com,-29,MIXED
News Deeply,www.newsdeeply.com,-16,HIGH
News Heist,newsheist.com,12,MIXED
News Lookup,www.newslookup.com,-1,HIGH
News Rescue,newsrescue.com,11,HIGH
News-Gazette,www.news-gazette.com,8,HIGH
News.com.au,www.news.com.au,-12,HIGH
News24 (South Africa),www.news24.com,2,HIGH
Newsbusters,www.newsbusters.org,30,MIXED
Newsday,www.newsday.com,-15,HIGH
Newsela,newsela.com,-3,HIGH
Newser,www.newser.com,-9,HIGH
NewsGru,newsgru.com,-15,MIXED
NewsHounds,www.newshounds.us,-25,MIXED
Newsline,newsline.com,12,MIXED
NewsLogue,www.newslogue.com,-28,MIXED
Newsmax,www.newsmax.com,26,MIXED
NewsNow (UK),www.newsnow.co.uk,-3,MIXED
NewsOne,newsone.com,-16,HIGH
Newsweek,www.newsweek.com,-23,MIXED
Newsy,www.newsy.com,-10,HIGH
Next Avenue,www.nextavenue.org,-5,HIGH
Next News Network,nextnewsnetwork.com,30,MIXED
NextGov,www.nextgov.com,-2,HIGH
NHK World,www3.nhk.or.jp,-2,HIGH
Niskanen Center,niskanencenter.org,-5,HIGH
NK News,www.nknews.org,-4,HIGH
No Labels,www.nolabels.org,-3,HIGH
Noozhawk,www.noozhawk.com,-4,HIGH
North Korea Times,www.northkoreatimes.com,-3,MIXED
North99,north99.org,-24,HIGH
Northwest Indiana Times,www.nwitimes.com,2,HIGH
Not Liberal,notliberal.com,29,MIXED
Nova Magazine,www.nova-magazine.net,-29,MIXED
Novinite,www.novinite.com,-4,HIGH
Now Magazine,nowtoronto.com,-18,HIGH
NowThis News,nowthisnews.com,-23,MIXED
NPR (National Public Radio),www.npr.org,-9,VERY HIGH
NTD.TV (New Tang Dynasty),www.ntd.tv,14,HIGH
NTK Network,ntknetwork.com,27,MIXED
Numbers USA,www.numbersusa.com,29,MIXED
OC Weekly,www.ocweekly.com,-12,HIGH
Odessa American,www.oaoa.com,10,HIGH
Offended America,offendedamerica.com,29,MIXED
Offgrid Survival,offgridsurvival.com,29,MIXED
Oil and Water Don’t Mix,www.oilandwaterdontmix.org,-8,HIGH
Oil Price,oilprice.com,8,HIGH
Omaha World-Herald,www.omaha.com,10,HIGH
One America News Network,www.oann.com,29,MIXED
One Green Planet,www.onegreenplanet.org,-27,MIXED
OneEighty,180report.com,-1,MIXED
OneIndia,www.oneindia.com,-12,MIXED
OneNewsNow,www.onenewsnow.com,29,MIXED
Ontario Proud,www.ontarioproud.ca,24,HIGH
OpEdNews (OEN),www.opednews.com,-27,MIXED
Open the Government,www.openthegovernment.org,-3,HIGH
openDemocracy,www.opendemocracy.net,-15,HIGH
Opposing Views,www.opposingviews.com,-14,HIGH
OpsLens,www.opslens.com,30,MIXED
Orange County Register,www.ocregister.com,11,HIGH
Oregonian,www.oregonlive.com,12,HIGH
Orlando Sentinel,www.orlandosentinel.com,10,HIGH
Ottawa Citizen,ottawacitizen.com,10,HIGH
Our Voice NY,ourvoiceny.com,-25,HIGH
Our World In Data,ourworldindata.org,-8,HIGH
Outside The Beltway,www.outsidethebeltway.com,-11,HIGH
Oyez Project,www.oyez.org,-1,VERY HIGH
Ozy Media,www.ozy.com,-13,HIGH
Pacific Daily News,www.guampdn.com,-3,HIGH
Pacific Research Institute,www.pacificresearch.org,9,HIGH
Pacific Standard Magazine,psmag.com,-10,HIGH
Palmer Report,www.palmerreport.com,-27,MIXED
PanAm Post,panampost.com,-12,HIGH
Parallax News (PXW),parallax.news,0,HIGH
Paste Magazine,www.pastemagazine.com,-21,HIGH
Patch,patch.com,-2,HIGH
Patheos,www.patheos.com,-1,MIXED
Patriot News Daily,patriotnewsdaily.com,30,MIXED
Patriotic Millionaires,patrioticmillionaires.org,-12,HIGH
PatriotRetort.com,patriotretort.com,28,MIXED
PBS News Hour,www.pbs.org,-10,HIGH
Peacock Panache,www.peacock-panache.com,-27,HIGH
Peninsula Daily News,www.peninsuladailynews.com,8,HIGH
Pensacola News Journal,www.pnj.com,-4,HIGH
People for the American Way (PFAW),www.pfaw.org,-19,HIGH
People Magazine,people.com,-20,HIGH
Peterson Foundation,www.pgpf.org,1,HIGH
Peterson Institute for International Economics,piie.com,2,HIGH
Pew Research,www.pewresearch.org,-1,VERY HIGH
Philadelphia Inquirer,www.philly.com,-11,HIGH
Philadelphia Tribune,www.phillytrib.com,-11,HIGH
Philippine Daily Inquirer,www.inquirer.net,-8,HIGH
Phoenix New Times,www.phoenixnewtimes.com,-16,HIGH
PINAC,photographyisnotacrime.com,-18,HIGH
Pink News,www.pinknews.co.uk,-20,HIGH
Pittsburgh Post-Gazette,www.post-gazette.com,7,HIGH
Pittsburgh Tribune Review,triblive.com,10,HIGH
PJ Media,pjmedia.com,24,MIXED
Places Journal,placesjournal.org,-3,VERY HIGH
Pluralist,www.pluralist.com,-11,HIGH
Policy Review,www.hoover.org,22,HIGH
PolicyEd,www.policyed.org,16,HIGH
Political Critique,politicalcritique.org,-13,HIGH
Political Dig,politicaldig.com,-28,MIXED
Political Insider,www.thepoliticalinsider.com,29,MIXED
Political Storm,www.politicalstorm.com,5,HIGH
Political Updater,politicalupdater.com,-23,MIXED
Politichicks,politichicks.com,30,MIXED
Politico,www.politico.com,-15,HIGH
Politics That Work,politicsthatwork.com,-15,HIGH
PoliticsNote,politicsnote.com,30,MIXED
PoliticusUSA,www.politicususa.com,-23,HIGH
Politifact,www.politifact.com,-4,HIGH
Politifeed,politifeed.net,30,MIXED
Politisite,politi.site,24,HIGH
Polygraph.info,www.polygraph.info,-2,VERY HIGH
Popular Resistance,popularresistance.org,-21,MIXED
Population Connection,www.populationconnection.org,-15,HIGH
Populist Wire,www.populistwire.com,28,MIXED
Portland Press-Herald,www.pressherald.com,-7,HIGH
Positive News,www.positive.news,-12,HIGH
Post-Bulletin,www.postbulletin.com,6,HIGH
Power Line,www.powerlineblog.com,24,HIGH
Poynter Institute,www.poynter.org,-4,VERY HIGH
PR Newswire,prnewswire.mediaroom.com,-1,HIGH
Pravda Report,www.pravdareport.com,-27,MIXED
Press Progress,www.pressprogress.ca,-20,HIGH
Press TV,www.presstv.com,-10,MIXED
ProCon.org,www.procon.org,-2,HIGH
Progressive Army,progressivearmy.com,-22,HIGH
Progressive Liberal,www.progressiveliberal.net,-26,MIXED
Project Censored,projectcensored.org,-19,HIGH
Project on Government Oversight,pogo.org,-4,VERY HIGH
Project Syndicate,www.project-syndicate.org,-2,HIGH
Project Veritas,projectveritas.com,30,MIXED
Propublica,www.propublica.org,-13,HIGH
Prospect Magazine,www.prospectmagazine.co.uk,-11,HIGH
Proud Conservatives,conservativesus.party,30,MIXED
Proud Democrat,proudemocrat.com,-24,MIXED
Public Citizen,www.citizen.org,-13,HIGH
Public Interest Legal Foundation,publicinterestlegal.org,23,MIXED
Public Policy Polling (PPP),www.publicpolicypolling.com,0,VERY HIGH
Public Radio International (PRI),www.pri.org,-13,HIGH
Public Religion Research Institute (PRRI),www.prri.org,2,VERY HIGH
PunchingBag Post,punchingbagpost.com,13,HIGH
PutinTrump.org,putintrump.org,-20,HIGH
Quad City Times,qctimes.com,-4,HIGH
Quadrant Magazine,quadrant.org.au,27,MIXED
Quartz,qz.com,-11,HIGH
Queerty,www.queerty.com,-20,HIGH
Quillette,quillette.com,11,HIGH
R Street Institute,www.rstreet.org,10,HIGH
Rabble.ca,rabble.ca,-25,HIGH
Radio Free Asia,www.rfa.org,-7,HIGH
Radio Free Europe / Radio Liberty,www.rferl.org,-2,HIGH
Raleigh News and Observer,www.newsobserver.com,-9,HIGH
Rand Corporation,www.rand.org,-4,HIGH
Rantt Media,rantt.com,-19,HIGH
Rapid City Journal,rapidcityjournal.com,-3,HIGH
Rappler,www.rappler.com,-18,MIXED
Rare News,rare.us,9,HIGH
Rasmussen Reports,www.rasmussenreports.com,7,HIGH
RationalWiki,rationalwiki.org,-11,HIGH
Raw Progressive,www.rawprogressive.com,-29,MIXED
Raw Story,www.rawstory.com,-23,MIXED
Reader Supported News (RSN),readersupportednews.org,-22,MIXED
Reader’s Digest,www.rd.com,20,MIXED
Reading the Pictures,www.readingthepictures.org,-20,HIGH
Reagan Battalion,www.thereaganbattalion.com,17,MIXED
Real Clear Defense,www.realcleardefense.com,10,HIGH
Real Clear Investigations,www.realclearinvestigations.com,15,MIXED
Real Clear Policy,www.realclearpolicy.com,9,HIGH
Real Clear Politics,www.realclearpolitics.com,9,HIGH
Real News Network,therealnews.com,-19,HIGH
RealClearReligion,www.realclearreligion.org,9,HIGH
Reason,reason.com,14,HIGH
Recode,www.recode.net,-1,HIGH
Red Alert Politics,redalertpolitics.com,23,MIXED
Red Flag News,www.redflagnews.com,30,MIXED
Red Pepper,www.redpepper.org.uk,-29,HIGH
Red River Valley News,www.valleynewslive.com,8,HIGH
Red State Disaster,redstatedisaster.com,-23,HIGH
Red Youth,redyouth.org,-26,MIXED
Regated News,regated.com,29,MIXED
Regulation Magazine,www.cato.org,16,MIXED
Relevant Magazine,relevantmagazine.com,3,HIGH
Religion News Service (RNS),religionnews.com,-11,HIGH
Remington Research Group,remingtonresearchgroup.com,6,HIGH
RenewedRight.com,renewedright.com,29,MIXED
Reporters Lab,reporterslab.org,-1,VERY HIGH
Reporters Without Borders,rsf.org,-5,HIGH
Represent.Us,represent.us,-5,HIGH
Republic World,www.republicworld.com,-14,MIXED
Republicans Suck,republicanssucks.org,-29,MIXED
Resilience (Post Carbon Institute),www.resilience.org,-27,MIXED
Resistance Media,www.resistancemedia.org,24,MIXED
Restore American Glory,www.restoreamericanglory.com,26,HIGH
Reuters,www.reuters.com,-3,VERY HIGH
Revcom.us,revcom.us,-29,MIXED
Reveal – Center for Investigative Reporting,www.revealnews.org,-7,HIGH
Reverb Press,reverbpress.news,-22,HIGH
Revere Press,reverepress.com,-27,HIGH
Revolution News,revolution-news.com,-20,HIGH
Rewire,rewire.news,-18,HIGH
Richmond Times-Dispatch,www.richmond.com,10,HIGH
Richochet,ricochet.com,26,MIXED
Right Web,rightweb.irc-online.org,-13,HIGH
Right Wing Watch,www.rightwingwatch.org,-26,MIXED
Ring of Fire,trofire.com,-27,HIGH
RiverBender.com,www.riverbender.com,-2,HIGH
Roanoke Times,www.roanoke.com,-8,HIGH
Roll Call,www.rollcall.com,-4,VERY HIGH
Rolling Stone,www.rollingstone.com,-16,HIGH
Ron Paul Liberty Report,www.ronpaullibertyreport.com,21,MIXED
Roosevelt Institute,rooseveltinstitute.org,-12,HIGH
RT News,www.rt.com,13,MIXED
RTE (Radio Television of Ireland),www.rte.ie,-3,HIGH
Rudaw,rudaw.net,-10,HIGH
Russia Insider,russia-insider.com,17,MIXED
Russian Media Monitor,www.russialies.com,-5,HIGH
Russian News Agency-TASS,tass.com,10,HIGH
Sacramento Bee,www.sacbee.com,-11,HIGH
Salem Radio Network News (SRN News),www.srnnews.com,8,HIGH
Salon,www.salon.com,-25,HIGH
Salt Lake Tribune,www.sltrib.com,-10,HIGH
San Antonio Express-News,www.mysanantonio.com,-9,HIGH
San Bernardino Sun,www.sbsun.com,9,HIGH
San Diego Free Press,sandiegofreepress.org,-15,HIGH
